EmployeeID,WorkHours,TasksCompleted,BreaksTaken,OvertimeHours,LeavesTaken,PerformanceRating,BurnoutRisk
E2389,44,14,1,6,3,2.8,0
E2390,69,20,5,17,3,3.1,1
E2391,54,19,5,15,8,2.8,0
E2392,34,22,1,1,7,3.8,1
E2393,40,24,5,3,1,4.8,0
E2394,63,16,3,19,6,4.6,0
E2395,53,49,4,15,5,3.4,0
E2396,44,37,0,2,6,4.5,0
E2397,67,41,1,1,10,3.3,0
E2398,37,44,3,2,3,2.8,0
E2399,34,24,3,4,4,5.0,0
E2400,55,45,3,1,5,2.9,0
E2401,47,30,0,18,8,3.0,0
E2402,35,15,2,19,1,5.0,1
E2403,66,10,5,1,10,2.4,1
E2404,42,13,5,1,8,4.3,1
E2405,57,20,4,19,9,4.8,1
E2406,34,35,2,17,0,3.5,0
E2407,42,46,5,19,3,2.0,0
E2408,46,32,4,13,4,3.1,1
E2409,69,38,4,14,8,2.3,0
E2410,61,30,3,11,5,3.2,1
E2411,58,36,1,10,3,4.4,0
E2412,32,48,3,10,1,3.3,0
E2413,69,49,0,6,4,3.3,0
E2414,63,22,5,11,7,3.7,1
E2415,69,32,4,15,7,3.7,1
E2416,56,25,1,4,5,4.6,1
E2417,42,39,5,1,10,2.9,0
E2418,62,13,4,15,0,4.5,0
E2419,35,49,4,14,7,3.7,0
E2420,53,25,3,10,3,2.9,1
E2421,48,40,1,5,1,2.9,0
E2422,45,34,1,12,0,3.1,0
E2423,69,21,5,18,6,3.9,0
E2424,57,35,4,9,1,2.7,0
E2425,62,46,1,18,3,4.8,0
E2426,42,42,1,4,3,3.7,0
E2427,54,37,5,6,9,4.8,0
E2428,65,18,3,10,0,2.1,1
E2429,56,21,2,13,1,3.0,0
E2430,67,14,0,15,0,2.1,0
E2431,36,37,2,17,5,2.8,0
E2432,34,44,1,3,2,4.6,1
E2433,60,14,4,0,0,2.1,0
E2434,52,43,0,14,7,3.3,0
E2435,39,43,0,13,3,2.4,0
E2436,61,22,4,18,9,3.3,0
E2437,59,48,0,4,6,4.5,1
E2438,68,23,4,3,9,3.9,1
E2439,60,20,0,12,1,4.2,0
E2440,47,47,5,17,5,3.0,0
E2441,65,13,5,11,5,4.8,0
E2442,31,42,2,14,6,4.1,0
E2443,43,16,0,8,0,3.3,1
E2444,42,17,3,3,0,3.3,0
E2445,58,46,4,4,1,4.8,0
E2446,41,19,0,8,10,3.7,1
E2447,68,24,5,12,1,4.1,0
E2448,31,47,5,9,4,3.3,0
E2449,61,24,4,15,0,2.7,0
E2450,42,14,3,12,10,4.2,0
E2451,56,38,0,3,1,3.8,1
E2452,46,28,0,12,5,3.5,0
E2453,69,19,3,7,2,3.9,0
E2454,60,21,3,12,3,2.6,0
E2455,63,13,3,14,0,4.4,0
E2456,53,40,5,19,4,4.8,1
E2457,64,27,4,19,3,4.7,0
E2458,35,25,3,12,7,3.0,1
E2459,48,49,4,4,2,3.2,1
E2460,59,45,2,5,9,4.4,1
E2461,36,34,0,4,0,3.8,1
E2462,39,32,0,12,9,3.6,0
E2463,61,21,1,4,4,4.8,1
E2464,63,43,2,12,0,3.6,0
E2465,57,45,3,19,10,3.5,0
E2466,44,46,3,7,4,2.1,0
E2467,59,12,5,8,8,2.2,0
E2468,66,18,2,18,4,2.0,0
E2469,58,27,3,19,1,4.7,0
E2470,51,44,1,14,1,3.2,0
E2471,33,43,4,9,9,3.4,0
E2472,49,23,0,10,8,4.5,0
E2473,61,13,2,4,4,3.8,1
E2474,65,38,0,8,10,3.8,0
E2475,33,24,4,10,7,2.9,0
E2476,56,37,2,18,9,4.5,0
E2477,46,25,4,1,3,2.5,0
E2478,41,21,3,5,1,2.2,0
E2479,51,14,3,0,3,2.6,0
E2480,46,43,3,2,10,2.8,0
E2481,39,10,4,2,3,2.8,0
E2482,30,48,4,13,10,4.0,0
E2483,51,41,4,19,8,2.7,1
E2484,55,35,0,4,9,4.0,0
E2485,47,26,4,16,10,2.3,1
E2486,43,36,3,14,5,2.4,1
E2487,58,33,1,5,9,3.5,0
E2488,41,44,4,13,5,4.8,1
E2489,65,48,1,13,4,4.6,1
E2490,64,35,3,16,5,4.9,0
E2491,41,47,4,7,0,4.0,0
E2492,36,32,0,7,4,4.0,0
E2493,58,31,0,18,5,3.9,0
E2494,40,13,1,8,7,3.9,0
E2495,62,18,5,10,3,2.4,1
E2496,35,13,0,12,4,3.6,1
E2497,44,16,0,12,3,3.2,0
E2498,61,32,0,18,6,3.3,1
E2499,40,11,3,18,9,3.6,1
E2500,52,33,0,4,5,2.4,0
E2501,55,49,2,15,3,3.1,0
E2502,63,40,4,8,5,2.2,0
E2503,63,40,0,19,3,4.9,1
E2504,58,49,5,2,7,2.4,1
E2505,33,43,5,18,10,2.8,0
E2506,46,33,0,4,2,4.7,0
E2507,64,35,0,7,7,3.4,1
E2508,42,25,2,13,1,2.4,1
E2509,68,22,0,2,5,3.2,0
E2510,44,24,0,12,7,2.3,0
E2511,58,36,4,10,0,2.6,1
E2512,58,13,5,7,5,2.2,0
E2513,40,25,2,18,8,3.3,0
E2514,61,39,5,9,9,4.4,1
E2515,31,39,2,17,9,3.8,0
E2516,43,45,5,17,1,3.8,1
E2517,49,12,0,6,10,2.6,0
E2518,51,31,5,15,0,3.0,0
E2519,40,31,5,5,1,4.5,0
E2520,56,21,2,15,4,2.3,0
E2521,32,30,1,15,5,4.6,0
E2522,46,13,2,0,0,3.5,0
E2523,57,40,2,18,6,4.5,0
E2524,58,40,2,2,10,3.0,1
E2525,50,32,3,5,3,3.0,0
E2526,45,29,3,3,8,4.3,0
E2527,66,24,3,3,5,4.4,0
E2528,49,32,2,3,8,2.7,0
E2529,35,37,1,9,0,4.9,0
E2530,48,25,2,8,3,2.3,0
E2531,34,46,0,7,1,2.2,1
E2532,32,30,1,18,5,3.8,0
E2533,30,24,3,16,3,4.2,0
E2534,67,26,5,16,8,4.9,0
E2535,44,46,5,0,2,3.2,0
E2536,63,22,4,19,0,2.1,0
E2537,64,28,1,13,10,3.8,1
E2538,54,39,3,19,10,2.9,0
E2539,53,27,1,10,0,3.3,0
E2540,41,23,1,2,8,3.5,0
E2541,47,45,5,7,8,2.2,1
E2542,44,45,2,9,4,3.5,0
E2543,45,29,0,16,1,3.3,0
E2544,56,28,4,7,8,4.1,0
E2545,37,16,3,0,7,3.9,1
E2546,54,13,1,19,10,2.6,0
E2547,46,43,4,6,9,2.6,0
E2548,58,11,1,8,9,2.8,1
E2549,37,14,5,11,5,2.5,0
E2550,44,19,0,8,6,4.0,0
E2551,56,41,5,19,5,5.0,0
E2552,36,22,4,2,4,4.0,1
E2553,32,48,3,3,3,3.8,0
E2554,58,14,1,9,6,3.2,0
E2555,53,19,0,3,3,2.9,1
E2556,32,19,5,8,9,4.7,0
E2557,49,47,4,0,9,4.9,0
E2558,44,36,5,4,9,3.5,1
E2559,54,30,1,8,8,2.9,0
E2560,59,17,1,4,4,4.3,0
E2561,43,10,3,5,7,2.4,0
E2562,36,37,0,18,5,4.3,0
E2563,46,48,2,7,3,4.5,1
E2564,49,23,5,9,2,2.4,0
E2565,65,30,1,10,10,4.9,0
E2566,38,39,4,12,5,5.0,1
E2567,67,30,5,19,0,4.8,0
E2568,51,18,3,3,1,3.5,0
E2569,31,26,3,10,6,2.7,0
E2570,53,14,1,11,3,3.7,0
E2571,37,40,1,4,4,3.3,0
E2572,40,49,1,9,10,2.6,0
E2573,42,47,2,6,9,3.3,0
E2574,46,28,1,8,0,4.0,0
E2575,37,45,5,8,1,2.2,0
E2576,50,42,5,9,3,3.0,0
E2577,47,22,0,9,7,2.1,0
E2578,59,23,4,1,9,4.2,0
E2579,47,42,1,3,3,3.9,0
E2580,60,38,5,7,2,2.2,0
E2581,67,45,5,13,2,4.9,0
E2582,61,19,5,16,4,2.1,0
E2583,40,40,2,12,2,3.8,0
E2584,54,15,4,17,7,4.3,0
E2585,62,10,3,17,4,4.4,0
E2586,67,16,5,12,6,2.1,1
E2587,37,36,1,7,10,4.7,1
E2588,40,30,5,11,7,4.8,0
E2589,51,37,4,0,4,3.7,0
E2590,53,25,3,19,7,3.4,0
E2591,46,32,2,17,2,2.1,1
E2592,41,29,0,2,6,3.7,1
E2593,61,47,1,11,7,3.2,0
E2594,44,34,0,18,6,4.3,1
E2595,45,37,2,12,1,3.2,0
E2596,51,14,4,9,7,4.1,0
E2597,57,30,4,14,5,2.3,1
E2598,49,27,2,19,9,2.4,0
E2599,62,15,5,1,2,2.4,1
E2600,39,38,2,18,3,2.1,0
E2601,69,28,1,2,6,3.6,0
E2602,61,42,3,13,2,4.4,0
E2603,62,10,0,6,0,3.8,0
E2604,31,12,0,7,5,3.7,0
E2605,62,30,4,10,2,4.0,0
E2606,62,44,5,19,10,3.0,0
E2607,42,49,4,5,9,3.1,0
E2608,59,12,1,10,5,2.9,1
E2609,62,34,2,16,9,4.1,0
E2610,42,47,0,9,2,2.5,0
E2611,55,29,1,16,5,2.0,0
E2612,51,43,4,1,10,3.8,0
E2613,68,30,4,5,3,4.8,0
E2614,31,32,0,4,3,3.8,0
E2615,67,15,4,3,9,4.3,0
E2616,68,22,5,1,9,4.0,0
E2617,55,32,4,11,10,3.5,0
E2618,44,18,3,2,1,4.2,1
E2619,63,26,2,5,3,4.5,0
E2620,69,11,4,13,10,2.7,1
E2621,40,28,3,7,3,3.0,0
E2622,32,28,1,13,10,2.7,0
E2623,35,16,4,2,6,3.4,0
E2624,38,29,5,15,4,4.7,1
E2625,35,18,1,14,7,3.0,0
E2626,38,26,4,6,6,3.1,0
E2627,68,36,0,14,9,4.6,0
E2628,60,11,3,12,8,3.5,0
E2629,61,45,3,5,7,3.6,1
E2630,41,28,0,14,8,4.6,1
E2631,37,26,2,16,0,3.5,1
E2632,37,14,5,3,9,4.0,0
E2633,57,48,3,13,2,2.3,1
E2634,49,27,1,14,4,2.5,0
E2635,36,16,5,11,8,3.2,0
E2636,40,26,3,18,7,3.5,1
E2637,49,48,2,9,9,4.9,0
E2638,45,45,1,5,6,4.9,0
E2639,33,49,5,8,1,4.6,0
E2640,35,13,1,1,10,2.9,0
E2641,51,47,0,3,5,4.9,0
E2642,55,34,4,8,3,4.1,0
E2643,32,14,0,14,4,3.2,1
E2644,43,39,5,12,4,4.1,1
E2645,40,21,4,19,3,2.0,1
E2646,47,13,0,7,3,2.4,0
E2647,41,33,4,18,3,4.5,1
E2648,52,38,3,18,10,3.9,1
E2649,41,18,1,15,1,3.1,0
E2650,42,13,4,10,0,3.5,0
E2651,54,33,3,9,1,4.7,0
E2652,48,23,2,7,6,3.9,0
E2653,65,14,0,0,0,3.2,0
E2654,37,27,2,9,5,2.4,0
E2655,58,28,5,17,3,2.9,0
E2656,61,21,3,2,1,4.9,0
E2657,47,27,2,10,2,3.3,0
E2658,35,26,2,17,6,3.4,1
E2659,47,39,3,2,5,3.5,1
E2660,48,33,1,7,5,4.7,0
E2661,51,20,4,13,7,3.8,0
E2662,66,44,5,5,7,4.1,0
E2663,61,32,5,14,5,3.2,0
E2664,32,26,0,13,0,2.1,0
E2665,57,10,4,6,9,4.8,1
E2666,39,24,0,9,6,4.8,0
E2667,64,41,5,14,7,4.8,1
E2668,58,18,4,9,4,4.8,1
E2669,44,24,2,16,10,4.4,0
E2670,62,37,1,18,3,4.1,0
E2671,36,33,2,16,6,4.5,0
E2672,41,44,1,11,10,3.8,0
E2673,59,31,3,14,5,2.4,0
E2674,50,36,0,11,5,3.2,1
E2675,60,28,0,8,2,4.9,1
E2676,53,21,3,4,10,3.1,1
E2677,49,29,4,3,9,4.6,0
E2678,66,10,3,11,3,2.3,0
E2679,33,30,5,15,4,3.0,0
E2680,57,10,3,8,8,3.1,0
E2681,49,19,1,2,7,2.2,0
E2682,53,41,5,2,2,2.4,0
E2683,61,48,3,17,5,2.6,0
E2684,65,31,0,16,9,4.5,1
E2685,63,27,2,9,0,2.2,1
E2686,65,41,1,1,2,2.9,0
E2687,31,36,1,10,9,2.0,1
E2688,44,37,4,2,6,4.1,0
E2689,63,27,2,1,6,3.9,0
E2690,65,48,1,8,1,3.9,1
E2691,35,38,3,18,2,3.1,0
E2692,68,27,1,1,6,2.6,1
E2693,41,17,1,18,5,4.2,0
E2694,32,40,1,1,6,4.4,1
E2695,47,43,4,14,9,2.4,1
E2696,69,16,1,2,8,3.5,0
E2697,50,45,1,4,7,2.7,0
E2698,44,27,4,10,5,2.5,0
E2699,62,47,5,6,3,4.2,0
E2700,64,18,2,5,9,3.6,0
E2701,55,18,5,13,8,2.6,1
E2702,37,17,0,0,6,2.9,0
E2703,65,44,4,16,4,4.9,1
E2704,59,27,4,16,1,4.5,1
E2705,52,14,1,13,8,4.6,0
E2706,43,23,1,9,6,3.4,0
E2707,43,37,0,7,8,3.9,0
E2708,31,39,1,7,10,3.1,0
E2709,66,13,3,13,8,2.2,0
E2710,34,48,1,6,9,3.2,0
E2711,67,29,1,5,4,3.8,0
E2712,43,34,3,3,6,2.9,0
E2713,68,37,0,0,4,4.5,1
E2714,54,21,3,14,2,2.5,1
E2715,49,11,4,14,9,3.1,0
E2716,31,23,3,0,7,2.4,0
E2717,68,31,2,19,7,3.2,1
E2718,35,40,4,2,8,2.1,1
E2719,46,32,1,4,10,2.8,0
E2720,54,29,4,4,5,3.2,0
E2721,57,47,0,3,1,3.4,0
E2722,31,13,0,16,2,3.6,0
E2723,64,24,3,19,10,2.8,0
E2724,66,33,4,13,9,3.6,0
E2725,34,34,1,7,10,3.5,0
E2726,30,10,0,1,5,2.9,0
E2727,69,16,5,7,0,4.5,0
E2728,41,40,1,0,1,3.6,0
E2729,65,21,5,3,7,3.0,1
E2730,52,14,2,18,10,4.8,0
E2731,60,47,5,4,7,4.5,1
E2732,40,21,0,4,5,4.9,0
E2733,39,48,3,19,2,4.1,0
E2734,32,27,2,18,1,3.1,0
E2735,43,11,4,11,5,2.8,0
E2736,45,19,1,19,0,4.0,0
E2737,39,24,0,0,9,4.9,0
E2738,58,39,2,6,5,3.9,1
E2739,39,26,2,16,8,4.6,1
E2740,41,13,0,1,6,3.0,0
E2741,59,16,4,10,8,3.2,1
E2742,30,40,4,6,1,4.7,0
E2743,34,48,3,16,10,4.3,0
E2744,49,43,5,2,4,4.9,0
E2745,37,15,4,5,8,4.3,0
E2746,41,47,3,10,6,3.3,0
E2747,30,43,5,17,8,3.6,0
E2748,49,24,2,17,10,4.7,0
E2749,57,23,0,9,5,3.7,0
E2750,66,15,4,4,6,2.8,0
E2751,66,46,3,14,9,3.3,0
E2752,41,41,2,19,4,3.5,0
E2753,66,12,4,3,5,2.3,0
E2754,57,12,1,0,0,4.2,1
E2755,44,31,2,14,0,2.3,0
E2756,35,31,4,16,1,3.2,0
E2757,49,19,2,18,10,4.4,0
E2758,43,12,0,13,3,3.4,1
E2759,31,21,0,18,10,4.5,0
E2760,38,38,0,17,8,3.0,0
E2761,66,26,5,1,6,4.9,0
E2762,49,16,1,5,5,2.6,1
E2763,55,22,0,12,0,2.1,0
E2764,58,11,1,16,4,4.6,0
E2765,30,13,0,5,10,4.3,0
E2766,64,19,5,4,3,2.7,0
E2767,35,48,2,6,4,5.0,0
E2768,66,33,4,0,10,3.5,1
E2769,34,26,4,12,8,4.9,0
E2770,62,15,0,18,2,3.5,0
E2771,43,28,4,0,3,3.4,0
E2772,41,14,0,12,7,3.3,0
E2773,49,41,0,10,2,3.0,0
E2774,53,19,3,6,2,3.6,0
E2775,63,18,3,19,8,3.4,0
E2776,54,36,3,2,4,2.1,0
E2777,58,22,1,0,9,2.8,0
E2778,68,28,3,7,0,2.6,1
E2779,60,30,0,16,6,4.6,0
E2780,52,33,5,12,6,3.8,1
E2781,67,47,5,13,5,4.3,0
E2782,49,13,2,4,5,4.9,0
E2783,52,33,3,5,2,3.9,0
E2784,45,44,5,5,2,4.9,0
E2785,37,12,3,7,9,2.9,0
E2786,50,13,2,12,10,2.6,1
E2787,30,46,5,17,8,3.2,1
E2788,37,49,0,3,0,3.4,0
E2789,58,44,1,16,6,4.7,1
E2790,61,40,3,4,10,3.7,0
E2791,67,34,5,2,9,2.9,1
E2792,34,49,5,3,6,4.2,0
E2793,51,22,2,4,7,3.5,1
E2794,63,13,0,13,5,2.5,0
E2795,30,23,4,14,7,3.7,1
E2796,55,22,5,19,0,4.7,0
E2797,39,36,1,16,0,4.5,0
E2798,59,15,2,5,8,3.8,0
E2799,47,26,5,9,3,3.1,1
E2800,46,45,5,15,2,2.3,0
E2801,55,49,2,16,5,3.4,0
E2802,37,44,2,13,9,4.3,0
E2803,69,26,3,19,8,3.1,1
E2804,41,11,5,11,9,2.7,0
E2805,56,22,4,8,10,4.8,0
E2806,37,11,1,14,3,4.5,1
E2807,54,37,0,11,8,3.9,0
E2808,33,35,0,13,4,2.4,0
E2809,62,31,4,17,6,2.4,0
E2810,30,12,2,19,2,2.3,1
E2811,48,44,2,5,2,3.8,0
E2812,60,21,2,3,2,2.3,0
E2813,45,33,5,11,7,4.5,1
E2814,43,14,2,12,5,5.0,0
E2815,34,29,2,18,8,3.1,1
E2816,55,48,5,12,8,3.4,0
E2817,57,48,5,11,7,4.1,0
E2818,31,22,4,19,0,4.8,0
E2819,35,21,3,2,5,4.7,0
E2820,38,22,5,2,3,2.2,0
E2821,62,19,1,13,3,2.5,0
E2822,54,42,2,17,2,4.3,1
E2823,42,49,3,18,8,4.1,0
E2824,38,25,0,9,1,2.4,1
E2825,42,44,4,16,0,3.5,0
E2826,60,12,3,14,9,4.3,0
E2827,40,14,5,18,2,2.7,1
E2828,33,35,2,8,3,4.6,0
E2829,63,20,2,3,3,2.2,1
E2830,67,16,2,14,5,4.3,0
E2831,33,19,3,18,0,3.8,0
E2832,67,43,2,15,0,2.9,0
E2833,48,12,5,7,1,4.2,0
E2834,35,17,3,16,3,4.3,0
E2835,63,40,2,0,6,4.8,1
E2836,47,20,0,6,5,3.1,0
E2837,42,16,0,17,10,4.1,0
E2838,52,11,1,11,8,3.8,1
E2839,48,15,2,15,6,3.6,1
E2840,40,41,2,0,4,4.7,0
E2841,30,29,3,14,5,2.0,0
E2842,53,43,3,6,9,2.8,0
E2843,36,25,2,16,8,3.6,0
E2844,54,34,1,2,0,2.5,0
E2845,50,21,2,10,10,4.7,1
E2846,44,16,5,5,8,3.9,0
E2847,30,48,3,5,5,3.4,0
E2848,41,26,2,14,3,4.4,1
E2849,36,20,3,6,4,3.4,0
E2850,44,15,2,10,0,3.7,1
E2851,50,32,4,16,6,2.0,0
E2852,48,36,3,17,7,3.1,0
E2853,58,15,1,18,10,2.4,1
E2854,54,47,4,7,4,4.1,0
E2855,62,11,5,19,1,3.4,1
E2856,61,31,2,7,7,2.9,0
E2857,64,29,5,10,9,3.4,1
E2858,67,34,3,2,6,2.6,0
E2859,55,24,4,13,9,4.8,0
E2860,40,38,5,8,8,2.2,0
E2861,64,17,1,0,3,4.6,0
E2862,37,46,3,0,10,3.5,0
E2863,43,42,4,11,8,3.9,0
E2864,39,31,5,10,3,2.9,0
E2865,31,14,4,0,2,4.9,0
E2866,38,48,4,19,10,2.8,1
E2867,32,27,5,11,2,3.8,0
E2868,50,47,0,16,9,5.0,0
E2869,55,46,2,14,1,4.6,0
E2870,37,39,3,1,9,3.6,0
E2871,31,40,3,17,2,5.0,1
E2872,35,19,3,15,7,4.1,0
E2873,57,24,4,3,10,2.6,0
E2874,58,27,5,7,7,3.2,0
E2875,55,32,2,1,1,3.0,1
E2876,54,42,1,13,10,3.0,0
E2877,41,25,3,14,1,4.3,1
E2878,34,47,5,8,1,3.8,0
E2879,63,44,2,1,9,2.1,1
E2880,66,43,2,16,6,4.6,0
E2881,44,37,0,9,5,2.9,1
E2882,65,11,5,8,10,5.0,0
E2883,44,39,3,1,0,4.9,0
E2884,52,22,4,18,1,4.8,1
E2885,35,25,2,16,0,4.4,0
E2886,50,14,2,10,10,2.7,0
E2887,52,37,1,16,6,3.6,1
E2888,45,48,0,9,5,2.7,0
E2889,44,29,2,17,1,2.8,0
E2890,54,33,2,5,1,3.8,0
E2891,65,36,4,15,1,2.1,0
E2892,40,39,4,17,7,4.9,1
E2893,44,36,1,19,6,4.8,0
E2894,33,35,5,17,0,3.1,0
E2895,50,16,1,0,3,3.5,0
E2896,42,47,1,2,10,3.4,0
E2897,51,14,4,14,3,4.6,1
E2898,48,32,5,19,6,4.1,1
E2899,63,37,4,9,1,2.8,0
E2900,43,43,0,4,3,3.3,0
E2901,33,24,3,14,0,3.3,1
E2902,56,41,3,13,10,4.9,0
E2903,58,35,0,14,10,2.5,0
E2904,57,40,3,9,3,2.3,0
E2905,64,28,5,8,10,4.6,0
E2906,37,18,4,11,0,4.7,1
E2907,45,38,3,6,1,4.6,0
E2908,65,48,5,4,1,3.5,1
E2909,59,13,4,9,9,4.0,0
E2910,47,12,5,7,2,3.7,0
E2911,31,38,0,19,7,2.2,1
E2912,42,20,1,15,10,3.8,1
E2913,33,42,0,11,5,2.0,1
E2914,55,47,3,8,5,3.0,0
E2915,54,20,4,9,8,4.8,1
E2916,59,36,5,15,7,2.9,0
E2917,40,42,3,9,1,4.8,0
E2918,36,30,3,8,5,2.8,0
E2919,60,48,1,2,0,2.9,0
E2920,39,40,3,18,8,3.9,1
E2921,68,47,1,10,3,4.3,0
E2922,42,11,4,5,3,3.5,0
E2923,60,36,4,5,8,4.6,0
E2924,36,45,5,14,2,2.1,0
E2925,65,20,1,14,4,4.8,0
E2926,49,27,0,12,0,2.6,0
E2927,33,10,4,4,5,4.7,0
E2928,36,44,5,13,2,3.2,0
E2929,30,44,0,1,0,4.5,1
E2930,42,40,4,11,9,4.0,0
E2931,51,37,4,19,5,2.5,0
E2932,50,48,5,13,9,4.8,1
E2933,51,10,5,18,1,2.7,0
E2934,57,34,2,19,7,2.7,1
E2935,38,47,3,14,10,4.4,0
E2936,55,29,3,19,1,2.3,1
E2937,38,12,0,16,3,2.7,0
E2938,44,11,3,13,2,3.5,0
E2939,39,27,0,17,8,4.5,0
E2940,53,19,4,4,1,2.4,0
E2941,37,14,2,11,2,3.6,1
E2942,53,18,2,9,6,4.1,0
E2943,45,11,4,7,3,4.6,0
E2944,55,43,5,5,5,4.8,0
E2945,56,47,1,14,2,4.4,1
E2946,66,40,1,11,0,4.0,1
E2947,33,19,3,5,10,3.3,0
E2948,53,21,5,11,5,2.3,0
E2949,48,45,0,14,3,4.1,0
E2950,65,30,2,11,1,5.0,0
E2951,68,15,3,8,6,4.2,0
E2952,39,12,4,18,9,2.1,0
E2953,54,19,5,1,4,3.5,1
E2954,47,14,2,12,5,3.8,1
E2955,48,35,0,12,5,4.1,0
E2956,65,30,0,7,8,4.2,0
E2957,39,35,1,12,1,3.7,1
E2958,62,47,3,3,5,2.7,0
E2959,34,35,4,5,8,4.8,0
E2960,64,17,2,5,3,4.1,1
E2961,63,14,0,11,10,2.7,0
E2962,62,24,2,11,5,3.0,0
E2963,50,25,4,16,6,4.8,0
E2964,46,10,2,6,0,4.7,0
E2965,51,25,3,14,4,3.2,0
E2966,66,46,1,16,3,2.1,0
E2967,44,12,2,9,9,2.1,0
E2968,64,40,5,19,1,2.9,1
E2969,57,22,1,5,1,3.9,0
E2970,36,25,4,8,1,3.8,0
E2971,61,30,1,14,6,3.9,0
E2972,40,11,2,15,10,4.2,0
E2973,39,36,2,7,10,2.1,1
E2974,38,47,5,15,3,2.3,0
E2975,43,35,0,4,5,3.1,0
E2976,42,47,5,17,6,2.5,0
E2977,54,34,2,19,8,2.2,0
E2978,31,20,1,13,10,3.9,0
E2979,64,17,5,1,1,4.4,0
E2980,36,17,5,2,9,4.3,0
E2981,50,42,0,13,8,4.5,1
E2982,47,16,2,6,10,4.0,1
E2983,32,47,2,14,4,4.2,1
E2984,68,30,4,16,5,2.8,1
E2985,40,17,0,0,5,5.0,1
E2986,68,30,4,8,10,2.5,1
E2987,53,29,4,13,2,2.6,0
E2988,48,17,4,15,10,2.9,0
E2989,33,40,3,12,10,4.9,1
E2990,55,38,4,5,9,5.0,0
E2991,67,18,5,0,6,4.4,0
E2992,61,24,1,3,6,3.9,0
E2993,68,39,5,2,7,3.6,0
E2994,65,35,5,16,4,4.9,0
E2995,69,19,2,1,1,4.1,0
E2996,66,38,3,18,2,4.8,0
E2997,62,25,4,19,8,2.9,1
E2998,65,45,2,7,5,3.0,1
E2999,32,29,0,14,7,4.6,1
E3000,38,46,0,5,7,2.4,1
E3001,37,31,2,19,4,4.8,0
E3002,62,16,1,1,0,3.5,0
E3003,35,32,2,14,5,4.8,0
E3004,68,49,2,19,6,3.0,1
E3005,33,38,3,11,8,4.1,0
E3006,42,25,0,2,1,3.4,1
E3007,31,47,0,9,1,3.9,0
E3008,34,37,4,13,9,3.5,1
E3009,56,47,5,13,0,4.9,0
E3010,61,40,2,2,4,4.1,1
E3011,50,23,2,0,1,2.8,0
E3012,37,42,1,19,2,4.7,0
E3013,67,18,0,0,1,2.9,0
E3014,37,36,1,1,10,3.1,1
E3015,32,33,3,18,3,2.3,0
E3016,32,22,4,9,10,4.7,1
E3017,51,35,1,3,2,2.9,1
E3018,35,38,0,3,8,2.8,1
E3019,31,37,3,12,9,4.8,0
E3020,52,37,2,8,1,4.4,0
E3021,31,17,3,6,6,2.4,0
E3022,67,32,5,15,10,4.3,1
E3023,46,38,1,17,2,4.7,1
E3024,64,14,0,2,9,2.2,1
E3025,63,16,1,19,7,4.5,0
E3026,52,45,2,19,3,3.6,0
E3027,59,36,2,9,3,4.0,1
E3028,37,11,0,15,8,3.5,0
E3029,51,34,5,2,10,4.1,1
E3030,65,18,4,10,2,2.1,0
E3031,34,36,3,9,6,4.3,0
E3032,42,10,3,15,0,2.1,1
E3033,58,32,2,7,6,3.4,0
E3034,60,19,1,8,9,2.5,0
E3035,45,34,1,14,10,4.5,1
E3036,59,12,5,2,1,2.9,0
E3037,45,15,4,3,5,3.4,1
E3038,41,15,1,12,8,3.3,1
E3039,46,11,3,11,5,4.3,0
E3040,45,27,1,8,2,3.4,0
E3041,41,32,4,13,0,4.4,0
E3042,37,11,3,18,3,2.2,0
E3043,49,21,1,6,3,2.6,0
E3044,32,31,3,15,7,3.7,1
E3045,45,46,2,19,9,4.8,0
E3046,59,29,2,4,9,2.2,0
E3047,52,48,5,9,6,2.1,0
E3048,57,33,2,17,9,2.5,0
E3049,69,29,1,10,6,3.9,0
E3050,34,10,4,6,6,3.2,1
E3051,49,10,3,13,1,4.5,0
E3052,69,26,0,19,8,2.2,0
E3053,30,10,2,17,5,2.6,0
E3054,59,39,2,10,1,2.9,0
E3055,50,12,0,11,0,3.9,0
E3056,49,20,0,17,10,4.1,1
E3057,35,33,1,1,0,2.4,0
E3058,51,31,3,0,0,4.8,0
E3059,47,35,2,9,3,3.0,0
E3060,37,22,4,0,3,4.1,0
E3061,68,10,1,5,8,3.6,0
E3062,61,33,1,6,0,2.7,0
E3063,62,19,4,16,2,4.5,0
E3064,45,44,4,8,2,4.5,0
E3065,41,33,5,6,7,3.2,0
E3066,67,37,4,16,1,3.8,0
E3067,63,45,0,2,5,2.8,0
E3068,43,25,2,15,10,4.1,1
E3069,65,49,5,4,3,2.9,0
E3070,62,25,0,19,9,4.5,1
E3071,52,26,5,17,5,2.7,0
E3072,31,24,2,0,4,2.0,0
E3073,50,25,5,3,8,2.8,0
E3074,31,24,0,10,8,2.6,1
E3075,56,43,3,19,0,3.5,0
E3076,38,20,2,8,2,2.6,0
E3077,30,10,1,7,0,4.3,0
E3078,40,24,2,7,5,2.7,0
E3079,32,35,2,4,2,4.1,0
E3080,52,13,2,11,0,3.7,0
E3081,55,14,3,0,5,5.0,0
E3082,33,44,0,14,4,5.0,0
E3083,47,22,1,17,7,4.6,0
E3084,35,19,0,5,1,4.3,0
